Row Labels,Sum of QUANTITY (FAILS)
BGX,26558
AVRO,26530
ITOS,26524
NRBO,26518
CINR,26516
NJDCY,26508
CYMHF,26500
GPPRF,26500
ASGI,26498
LACQW,26489
KNCAY,26487
QRTEA,26482
VRTX,26479
MLACU,26475
NGLD,26469
ACNE,26466
DUSL,26449
APOPW,26418
BMTC,26416
PAGS,26414
IPAR,26411
ENTR,26401
TRTNPRD,26390
LOGC,26383
PCPCU,26378
LCDX,26366
GSP,26360
APVO,26358
GOOGL,26348
LEA,26316
DESP,26311
LAKE,26306
ERC,26300
TAST,26296
MVC,26277
ECOM,26258
CFGPRD,26256
LGNXZ,26231
HOME,26227
TRDX,26219
HECCU,26174
SEED,26169
UBSFY,26168
MIST,26164
FDEU,26128
SSMLF,26125
PKX,26118
STAR,26113
CRTX,26061
SYNC,26053
XREG,26031
BSXPRA,26015
TG,25998
MTW,25995
PFGC,25979
AHTPRF,25973
MMSMY,25949
KROS,25941
CPT,25865
PHO,25863
SPKE,25863
SNPS,25848
XRX,25841
ALXN,25834
SWX,25832
PLCE,25807
ECF,25801
MGTX,25782
NXR,25773
BKHY,25765
WCVC,25763
AMST,25761
MSADY,25700
BOWFF,25693
JPXN,25670
EAOK,25636
EAWD,25635
JMUB,25627
TPAY,25597
ROST,25588
DDMXU,25580
TIIAY,25555
USBPRP,25555
JAGGF,25541
UMDD,25538
JHI,25533
MHD,25520
BWMX,25490
KKR,25490
SLRRF,25484
CXDO,25482
GLPEY,25472
DAR,25466
TSN,25463
COE,25457
MSD,25455
HRZN,25449
NFRMY,25440
OEF,25422
IMEXF,25402
NIQ,25395
BBDO,25358
BRSGF,25355
THWWW,25344
FFTY,25316
BBN,25302
BACPRC,25297
SNDR,25253
FAT,25241
SOMLY,25235
JEQ,25233
TRUP,25221
BWEN,25181
BUL,25162
SCD,25161
AIPUY,25150
ARYA,25141
BTE,25138
TFX,25119
APTS,25117
RRRLF,25106
DSL,25098
NICLF,25065
CBBPRB,25057
FLM,25047
VBR,25044
PLNT,25029
MNA,25002
CNTG,25000
TGAN,24975
NBH,24969
TX,24946
NDVLY,24916
ENX,24911
PWFL,24899
VORTP,24895
GD,24889
BLE,24863
FOVL,24844
MEDT,24840
IOO,24827
RCUS,24821
EXEL,24805
RA,24804
WVE,24800
ALINPRA,24797
GLQ,24793
ODT,24782
SPSTY,24782
KRO,24776
AWF,24772
FDX,24759
KLCD,24750
MUE,24742
WLLAW,24715
ETBI,24712
JWA,24709
SALRY,24696
DVY,24691
AAAUZZZZ,24679
PSAPRM,24674
RCII,24664
MANT,24649
ACTCU,24645
JULZ,24641
INVO,24605
PSYTF,24603
STLG,24594
BHLB,24586
MNDO,24565
EMKR,24563
PERS,24563
PANW,24544
SAIIU,24534
SIX,24516
NSL,24515
SHZHY,24505
NRIFF,24497
WKULF,24497
MXL,24496
SROYF,24480
PRK,24479
SMG,24477
RL,24462
CLXT,24460
IBKR,24446
ISIGZZZZ,24399
ORPH,24394
CLABF,24390
UIVM,24353
IGE,24346
MNRO,24344
KRMA,24314
PANAU,24281
ENTG,24280
HEAR,24251
XLRN,24224
PYBX,24216
JUPWW,24212
SWGAY,24188
HXZZZZ,24185
NKG,24179
FARM,24169
HFRO,24161
PPA,24154
AOM,24144
NFJ,24132
ANZBY,24123
CLTH,24093
MDP,24081
RBACU,24081
BZH,24080
AMSSY,24056
MLPB,24048
OIA,24030
MLHR,24028
ADP,24016
NINOY,23999
BHE,23968
XYL,23962
ARDX,23956
VBND,23956
EWGS,23948
OTRKP,23945
FT,23944
VRME,23931
RLMD,23888
BSJQ,23884
PGXPF,23857
OIL,23828
DBE,23826
CALX,23783
IRDM,23772
DYNA,23771
EMAG,23769
MLLLF,23749
BUYZ,23734
CLS,23710
VKQ,23709
BYLD,23704
IGA,23695
NMS,23695
PNF,23694
XOUT,23663
BTAI,23659
MARB,23619
NPSNY,23615
ITCB,23611
ZEAL,23590
TLK,23582
DNKEY,23571
TWST,23561
CB,23555
DKL,23552
NGG,23524
XPEL,23493
HGLB,23473
FISR,23447
UCL,23414
BJUL,23391
HOLUW,23390
VOE,23389
PCN,23388
ADEXU,23385
HEIA,23379
MXF,23335
BASX,23330
SOACU,23323
FZRO,23318
IQDE,23310
SMATF,23309
TBBC,23303
RZZRY,23282
AKR,23281
KTB,23252
SPPI,23252
FSRVW,23241
PSGR,23232
LCI,23140
GVIP,23122
LGI,23083
MHI,23071
FPRB,23066
XCLL,23059
FLRG,23058
HRC,23058
GBLEF,23041
EVGEF,23030
GRNV,23015
FLS,23001
SARSF,23000
NMZ,22991
WIW,22972
OLED,22968
MDLH,22966
DBOEY,22953
ENTXW,22947
ARGOPRA,22946
FONR,22929
KOP,22922
SIXH,22904
GCO,22869
BLES,22858
AZAA,22857
PNQI,22843
USBPRM,22840
IVC,22833
CHPMW,22820
BNOV,22815
AMTY,22806
MMT,22796
USCI,22788
CLW,22759
CMRE,22703
MIY,22695
CHE,22679
FPL,22663
PEMIF,22663
CDRPRC,22662
BKU,22654
AIVXXXX,22646
MEC,22640
NSCIF,22638
IAUF,22635
DPUKY,22605
RYH,22577
NUAG,22576
MUS,22574
TRARF,22560
TIGO,22548
TRCK,22547
TCS,22515
BFAM,22514
WEQL,22500
RACA,22499
HRSR,22488
GIXRT,22482
HHR,22470
CNCR,22468
CMSA,22463
CCR,22461
BRMK,22451
BRKR,22443
LVHD,22435
OCAU,22435
FTHM,22425
MCI,22423
FEACWS,22422
CUBA,22412
CHSCO,22380
HYLV,22367
LNT,22361
NBSE,22358
FCT,22332
GGLXF,22328
RPG,22325
AVDL,22323
UCTT,22302
CPAC,22291
XOMAP,22259
FRTA,22246
ENOB,22242
ARGX,22235
HTGC,22220
EIX,22196
HYI,22163
TEKKU,22156
VPTV,22139
ZGYH,22119
LUMO,22118
GCLT,22113
NUW,22099
LIVN,22072
FLGV,22071
SBGU,22069
SWT,22050
CACC,22011
CHIL,22007
DHCNL,21982
NEEPRO,21980
PYPD,21976
TCRR,21954
PRDO,21947
FIBR,21932
FTNT,21923
IPOS,21920
FVC,21907
ICLTFXXXX,21900
CPRJ,21895
PEXNY,21890
WPGPRH,21858
BHK,21857
CHCI,21849
FEERF,21806
WPP,21806
NS,21791
LTRN,21778
SMKG,21761
SDD,21759
HQH,21749
PULM,21716
HYACU,21712
FTDR,21707
AGO,21698
WWW,21669
CRAK,21657
CEV,21647
YMTX,21614
GPMT,21609
CENX,21552
VGR,21524
TTWO,21494
FFIN,21489
VIRT,21482
JELD,21450
SPVM,21447
NROM,21443
JRONY,21440
CWEN,21434
DGL,21422
RVT,21412
COMM,21404
FRCPRJ,21385
AVID,21365
CDBT,21358
FSEP,21355
BHFAO,21349
RFPRA,21326
AELPRB,21311
WPGPRI,21306
ONEW,21305
GXGXU,21298
PHX,21283
ASMVY,21279
VACQU,21254
NVO,21246
APLE,21238
TSCDY,21222
RILYP,21215
RNP,21209
USAC,21194
AACH,21190
DSACU,21185
GPP,21177
NORW,21163
HDLB,21148
CHIC,21142
DSE,21133
ROKT,21123
RLI,21120
ASH,21100
ALRT,21090
MCMJW,21083
GENY,21080
ASBPRF,21078
PCSA,21063
AMZN,21062
IBDD,21056
WINKF,21048
TLSNY,21046
RGBPP,21035
IOTC,21014
SNR,21004
IKTO,21000
EXFO,20995
DECK,20992
ARZTY,20930
IQSU,20929
PNGAY,20918
TPOR,20918
DAX,20893
EVM,20893
SGEN,20890
PIFI,20875
BSAE,20867
CPTA,20867
ECPG,20858
VOOV,20852
PTRS,20850
EFU,20847
AGRO,20846
RBND,20832
HPS,20827
DEX,20824
METXW,20763
GRVY,20719
ALUSWS,20717
LMAT,20716
BRLIW,20715
AZAO,20709
URBN,20673
EXP,20670
SJT,20643
CANL,20616
PSAPRI,20608
ZBH,20570
STOR,20560
HUBS,20549
CSSEN,20538
PNDHF,20533
TGI,20531
ACTV,20518
MHF,20515
DENN,20511
IPXHY,20467
IBMQ,20453
KNSA,20415
QGSI,20414
HR,20405
WEBL,20378
CHD,20361
FSP,20347
SHVLF,20309
MNTR,20300
AMHCW,20282
REZI,20278
ITRI,20267
AXTI,20260
INSM,20257
CRSS,20250
EWM,20241
ADNT,20197
BXMX,20185
FSV,20185
AVAV,20181
ZHUD,20180
BKSE,20161
NISN,20137
PXSAW,20137
EDTK,20131
TVPC,20126
VCVCW,20116
NTST,20111
NMY,20107
SKX,20105
STAG,20095
FCA,20086
XHR,20080
KEP,20067
FLO,20058
JTTRY,20057
ARBGW,20054
RDUS,20048
MSPRI,20047
AGOPRE,20042
ALRM,20037
OMEG,20010
CZXMF,20000
NUVI,20000
CDW,19994
ACC,19990
BDOUY,19981
CRI,19976
TMSH,19975
TY,19965
EOI,19962
CFX,19958
PLYM,19948
VGI,19929
FNMAO,19927
AAWC,19922
FFC,19917
SHOO,19912
FAF,19874
BNSO,19870
ETPPRE,19868
PTRUF,19867
SGIOY,19867
DOC,19866
IIN,19864
YRD,19851
MTB,19816
KOGMF,19806
ETNB,19799
EEX,19771
MFON,19767
CMI,19766
VGACU,19748
CDK,19739
WFTUF,19738
NRZPRC,19711
APEN,19709
PVRS,19700
VSTO,19695
BXBLY,19691
HTH,19684
CTRE,19679
BCUCY,19672
DYAI,19647
DOL,19638
OOMA,19635
SIBN,19626
CIR,19624
STMP,19620
FOXF,19615
BAYK,19605
SPNE,19596
RCKT,19586
VNRFY,19585
AGX,19578
DGNS,19574
CJCFF,19564
TAAG,19562
KLTI,19551
QMOM,19547
AVK,19508
WTT,19508
SSKN,19483
NSCOWS,19476
COUP,19471
CMC,19465
OEZVY,19464
VRP,19464
NHLDW,19459
IDOG,19457
IPI,19452
MTT,19446
SMDM,19444
OTLKW,19438
GBERY,19434
TWIN,19420
ANTM,19417
NOMNF,19409
BDSX,19393
LVHI,19375
FCVT,19349
JPME,19343
DHI,19336
SCJ,19331
PNM,19329
ETO,19315
PAM,19299
CODA,19283
MMMW,19281
PVBC,19260
CMG,19233
SMSEY,19230
MATX,19228
FGF,19216
MNST,19202
SYCRF,19200
SPB,19191
NMR,19185
UVE,19179
NBR,19158
CBPO,19151
BV,19144
ICOL,19120
ZURVY,19114
DWM,19108
IVH,19105
SPXT,19102
GLOB,19093
VWAPY,19083
MVEN,19070
ALLPRG,19064
MMD,19064
PSTHWS,19061
UNVR,19057
NAC,19056
UNXLQ,19055
COIHY,19041
SFNC,19035
SPGX,19000
MYN,18999
YVR,18999
AXXDF,18988
JPS,18960
FLJH,18959
CBDG,18935
NRUC,18926
NSPRB,18922
EVG,18920
FEDX,18909
IMBI,18903
TTGT,18903
BLL,18892
KSU,18883
NTB,18871
BAMH,18870
GRX,18807
IHG,18807
IFJPY,18772
PBLA,18763
BJ,18757
RGCTF,18752
OC,18747
CEZYY,18744
AVY,18743
MRTX,18742
LND,18729
BFY,18722
MVT,18721
PMX,18719
SGDM,18718
GRMN,18716
TPRA,18713
ADSK,18710
EMMA,18707
LGFRY,18706
CTB,18694
ELS,18685
ALTGPRA,18670
FFA,18657
OKIEY,18647
OPINL,18622
OPPPRA,18612
WFCPRX,18557
KBH,18548
DCPPRB,18519
DTP,18512
LUPAQ,18500
SMBK,18500
RWRDP,18499
WALA,18495
ECTM,18473
NOW,18456
FDMT,18449
GXGX,18426
TW,18401
PRT,18383
SGMS,18327
VSH,18318
EPAC,18292
RVRS,18280
GRJVF,18275
LIVK,18273
IKNX,18267
CALA,18260
IMBBY,18258
RMT,18255
TRUIF,18249
MAAX,18247
ACRE,18226
METPRF,18217
OCBG,18176
MTENY,18155
IYLD,18141
RILYN,18140
DHX,18138
PFFR,18114
RETC,18091
VNT,18078
SNA,18058
TDACU,18058
DHCNI,18056
SCEPRJ,18038
SEIC,18028
FTAIPRA,18024
PRAA,18023
PMTS,18021
JPMPRC,18015
FUND,18011
CYTHW,18002
PCAR,17999
CSLT,17993
YUMC,17990
DNOW,17978
OFC,17974
NGLPRB,17968
CTR,17966
SIC,17948
AJG,17933
FFG,17932
IQV,17922
TKHVY,17913
SIXS,17907
BIIB,17905
AGMH,17903
PRIFPRF,17885
GLOGPRA,17879
PEZ,17864
VBF,17856
BBCP,17831
ORGO,17830
MNXBY,17801
SUMR,17798
EBKDY,17790
FNGS,17771
VTOL,17762
AKRO,17741
GPRE,17739
RRGB,17734
TREX,17729
IQDF,17723
WFCFD,17718
PPG,17707
FTLB,17698
GRF,17698
AVNW,17686
PHCG,17658
XTL,17627
WRB,17620
CDMO,17617
SANW,17591
BBMC,17585
SIEB,17584
NXQ,17583
BLPH,17569
DLPX,17568
NTG,17568
STE,17555
GMHIW,17537
REZZF,17526
TDSB,17519
SEAS,17502
AELPRA,17487
NMTC,17482
YAHOY,17469
PTMC,17457
III,17441
FLMB,17437
SWTX,17424
BSD,17415
RNLC,17400
HCFT,17390
CZR,17385
RFI,17347
KLDW,17342
CPRN,17330
COWTF,17319
WTRU,17317
BOE,17315
HRB,17281
ESTE,17247
TNAV,17243
KESG,17239
DRI,17229
AGD,17214
IMACW,17199
KAEPY,17198
BACPRN,17184
FXL,17176
FTIVU,17152
HUM,17125
YETI,17121
YRCW,17113
ATEX,17106
NESR,17098
JIHU,17086
CHN,17079
BONXF,17072
LMB,17070
SMDY,17064
RFM,17056
ATH,17047
MCFT,17044
SBNY,17040
LCAHW,17038
SOHU,17002
APO,16979
VUG,16970
AVNS,16969
BPYPP,16960
PACK,16937
CMTL,16936
BJRI,16933
VRTS,16931
SBI,16929
SMGI,16920
SIMP,16904
SNFCA,16902
HCYT,16899
BRO,16890
TGLDF,16889
MVPT,16881
INSEW,16869
WMS,16850
IDMO,16844
IRET,16844
CRUUFXXXX,16830
JCE,16830
IGR,16810
JDD,16803
GOACU,16760
BOCT,16732
CCOI,16724
CMCO,16714
EWO,16706
GLOPPRA,16689
IBDRY,16688
SSP,16687
TPRE,16674
VALQ,16674
IDXX,16669
CTNXF,16666
WEGRY,16665
HIG,16662
RWT,16660
TPHS,16651
GEG,16650
MFAPRB,16616
RIOCF,16614
TRGP,16607
BIQIF,16602
LOCO,16602
DVA,16600
EDVMF,16599
RMM,16591
AAVVF,16554
WWJD,16554
PMTPRB,16542
ROCK,16530
HTAB,16519
NUEC,16500
PSACU,16500
COLL,16497
NWBI,16491
AIEQ,16479
AFBG,16476
GWB,16469
NORNQ,16458
QGRO,16414
ARB,16396
MDLQ,16393
HXGBY,16390
DYNR,16386
EDOW,16375
CANB,16374
EFIV,16374
FLCA,16349
SPHRY,16348
ZEUS,16343
MNP,16342
CRNX,16339
STIM,16336
PRKA,16335
SMED,16319
CAPC,16316
BKI,16307
KWHIY,16303
CHAQ,16299
QUS,16295
PACRF,16288
ANTGD,16285
KALY,16285
FICO,16267
ALDS,16266
COHR,16239
JPMPRJ,16224
BZQIY,16215
SXT,16208
STTPRD,16204
SCEPRL,16190
AIGPRA,16183
HYLD,16183
STWOW,16158
FMBIP,16157
CSSE,16126
ETV,16094
ROP,16088
SCON,16078
WPFU,16075
RCA,16073
GGIFF,16064
WCC,16064
FQVLF,16061
BRKS,16058
EMN,16039
ALL,16036
ATKR,16035
PBFS,16031
JTA,16027
REFG,16000
EBYH,15983
INZY,15978
GLIF,15959
JAAA,15947
UE,15946
CKH,15938
DGX,15921
MMS,15912
ROK,15906
TTAC,15905
UCBIO,15893
MGP,15883
HAACU,15870
ACWF,15862
ONEQ,15862
NUSA,15861
MHNC,15860
RSF,15856
GRXXF,15837
ABSSF,15825
NEIK,15816
NCLTY,15809
FINMY,15808
CROX,15803
VCLT,15792
LDP,15789
SFTW,15785
VRSSD,15783
CHFWU,15774
PBH,15764
USAK,15756
INOTF,15752
ISNS,15743
NEUN,15732
CODI,15720
ACM,15719
SYNL,15719
MPV,15717
JCTR,15713
TACO,15708
ECOW,15699
CYPS,15696
CLNYPRH,15689
PCYN,15679
SUHJY,15666
ARGGD,15653
MYD,15651
HP,15649
GLTO,15643
SCPL,15643
BUKS,15629
PY,15617
HYXU,15613
LRCX,15613
HBIA,15602
COVTY,15597
TPL,15577
ETG,15575
JYNT,15570
HKXCY,15568
INBP,15568
FDUSZ,15553
ETIHY,15540
EYLD,15516
TFLT,15491
TSGTY,15485
ENV,15484
HOPE,15478
KEN,15474
ARWR,15447
FRRVY,15441
ZBRA,15439
IFRTF,15420
CSUZZZZ,15412
STLD,15412
DTN,15401
KINZU,15401
WRBPRF,15400
GSHHY,15391
BRPAU,15388
CPRS,15362
PMF,15358
SIJ,15342
TRMD,15334
WMK,15328
ELA,15318
ILAL,15314
KGFHY,15313
MCR,15312
CTDD,15303
DHS,15291
SSG,15275
SSPKU,15273
AUOTY,15262
FLTW,15251
NSPRC,15219
TELNY,15202
MASI,15176
CGO,15164
DEHU,15148
SMTGY,15141
COW,15139
TPLZZZZ,15139
ARTNA,15137
PNCRF,15128
BSTC,15111
DUO,15109
AGZ,15106
NRP,15102
TRMB,15101
EMNT,15098
PRVL,15084
DHC,15072
WPDPF,15072
ESSCR,15064
MIME,15058
ROYTL,15048
EFNL,15047
ASPN,15044
SNST,15041
NYC,15039
RJF,15035
DFPHW,15028
GWX,15019
GASS,14996
ATHDF,14980
JDIV,14978
NBIX,14962
TURNZZZZ,14962
QYLG,14951
WTBDY,14948
ETH,14935
MSPRE,14927
ARC,14923
SHYL,14917
PICU,14908
SILK,14898
FSNUY,14888
TRTNPRC,14883
SGDH,14871
EHI,14858
CORN,14850
FLT,14845
HEWJ,14839
TRTX,14836
AYAG,14834
DEFN,14830
TRRFF,14830
TLH,14829
CPHRF,14809
ZGBR,14805
LQDT,14802
BAH,14801
AGSO,14799
SDP,14776
MMLP,14775
BOSC,14764
EADSY,14764
RSRBF,14702
ATEYY,14700
GORAF,14700
HTBK,14687
RNGR,14672
TVTY,14672
HOILF,14664
IHY,14664
EWV,14662
PSCI,14646
JMPNL,14637
ZGYHU,14635
MTBC,14633
HCCHW,14622
ENZ,14604
LWACU,14604
GLXZ,14600
IEGCF,14578
UKOMW,14557
EBS,14553
AUSI,14545
GLV,14534
HAIN,14532
THLLY,14527
KSMTW,14512
GMBLW,14508
PFFL,14499
DDWM,14498
BNL,14487
ECCB,14472
OCSI,14462
DZSI,14455
AVVYY,14440
DEVM,14424
DPDW,14421
KRBP,14419
JPC,14415
STRPF,14403
FLNT,14384
CHNGU,14376
BMA,14363
ICAD,14363
CNA,14362
ROCH,14356
LKOR,14352
GDOT,14342
EEV,14336
GLGI,14324
BROG,14316
GLAD,14307
BRNW,14306
BTRSW,14304
TUSK,14303
SAWLF,14297
RILYM,14289
SGLBW,14265
AVLR,14255
ISCO,14255
EAD,14248
VVNTWS,14247
XWEB,14229
BIT,14225
JXHLY,14224
RXEEY,14220
DSCSY,14216
BWG,14213
NCR,14202
ASB,14190
ERH,14190
MSPRF,14189
PLAN,14181
ITGR,14178
CCON,14177
XPOAU,14174
DLEXY,14170
DSNY,14163
SIGN,14160
ALLYPRA,14148
FEACU,14126
VBTX,14114
SHWGY,14110
ORN,14106
GSAQU,14104
HGH,14102
VOYAPRB,14095
TNET,14088
AUBAP,14074
CMD,14062
MBSD,14057
QINT,14049
RDUFF,14046
CRSAW,14025
SHI,14017
DLNG,14007
TPPPF,14000
FNQQF,13999
MCO,13998
RACE,13997
TTDKY,13991
GNT,13978
AREB,13973
NLYPRI,13970
HOFSQ,13961
CHWE,13952
JPEM,13952
APTCF,13949
LSAC,13949
HQL,13943
FVTU,13938
MDJH,13910
NEAR,13907
PRGO,13907
ABMD,13888
AAWW,13876
NTWK,13864
BACPRM,13853
KGSPY,13850
MIND,13850
TSI,13838
RTPZWS,13831
CLI,13801
ACIW,13798
ECOZ,13797
JDSPY,13785
SRPRA,13778
DMF,13772
CSQ,13770
PCK,13763
SOMMY,13723
AMK,13711
DMO,13698
RTMFF,13692
ZNH,13692
LAD,13684
CIXX,13682
BHVN,13677
GARLF,13675
LUXE,13673
FREJO,13667
CNF,13662
SBOW,13661
FBT,13653
LKAI,13650
TSEM,13648
GNHAY,13642
DBL,13635
NXN,13634
PFC,13631
VRS,13612
EVX,13611
QRFT,13585
ETII,13581
HPI,13568
PSPW,13558
FLOT,13557
TGCDF,13557
ODP,13536
AGCUU,13530
ANDA,13528
PSAPRH,13523
MGLUY,13514
CMFO,13508
STN,13486
HLG,13485
UGE,13484
GLBXF,13472
WPC,13456
OMP,13455
HUIZ,13452
INOV,13450
CRDA,13449
LOACR,13435
SPLP,13429
UAE,13428
KBWP,13427
OTSKY,13426
CCAN,13423
PPBI,13415
PRTC,13415
AXSPRE,13403
NLVVF,13395
WRLD,13388
JOE,13383
CSWCL,13382
WANT,13382
ICLR,13381
BSDE,13380
CORP,13375
VRIG,13369
CGRIF,13360
AONEU,13359
GNMK,13358
ADES,13344
CVET,13329
TFIV,13325
ACVF,13319
LBRT,13319
GTHP,13304
CASA,13297
TRRPF,13296
SYPR,13294
CZWI,13292
MUH,13282
VCIF,13277
IOVA,13272
FIVA,13267
PICO,13262
CNXT,13254
PMTPRA,13248
PCTY,13244
CHMI,13242
BKNIY,13238
TMST,13227
IRL,13218
CBD,13215
SGGKY,13209
LIQT,13208
CPI,13204
SAFM,13198
PSTO,13195
ONEV,13183
MHO,13177
GIFI,13174
FND,13173
AGNCM,13172
WFTBF,13160
DMSWS,13154
CUBB,13152
IMKTA,13148
MACE,13147
RCRT,13142
ZROZ,13142
GOAT,13119
MVRL,13109
RGEN,13105
FBAYF,13101
CAH,13095
ETPPRC,13076
USX,13069
NUZE,13066
BDWBY,13064
BTZ,13052
PKCOY,13052
MSPRL,13046
BGT,13038
VTRU,13030
GRBK,13026
JMPNZ,13026
RTSL,13024
GXSBY,13020
HSAQ,13019
CMPD,13000
CIA,12998
EFL,12995
OCCI,12993
BOTJ,12991
CYTK,12987
SGBLY,12987
YCBDPRA,12985
MGNX,12983
CRDB,12981
LEND,12976
WBK,12976
BRBS,12969
MDIA,12966
ACA,12959
SIM,12955
SPH,12954
TMHC,12935
PVAC,12931
FPF,12924
JLL,12915
MELI,12907
BRTHY,12901
FBNC,12898
NXGN,12896
AZO,12895
GRCL,12894
TBKCP,12892
CLH,12890
TIPS,12875
CFGPRE,12873
VRNS,12867
EVER,12865
CR,12864
IMUX,12853
GAIN,12851
UJUL,12844
ITJTY,12841
UNF,12840
MFAPRC,12837
PSAPRJ,12837
AIR,12826
ALDX,12819
NLYPRF,12818
UBT,12812
LAUR,12810
ELD,12806
PLAT,12806
CASXF,12800
CRT,12792
HEEM,12785
MCEF,12783
KTF,12775
HCCHR,12770
WBIE,12765
FLC,12764
BFO,12763
RLY,12747
NULC,12737
RS,12702
HEXOXXXX,12701
ELU,12698
MEXX,12692
FSNR,12687
GOSS,12687
MANU,12685
POWRU,12685
AKZOY,12674
HNGKY,12674
FTK,12650
RVSB,12644
JRS,12637
CODIPRA,12631
COLM,12630
KZR,12630
CTXRW,12629
KRG,12628
CSPCY,12616
LOB,12603
SIMO,12603
WFCPRV,12600
CMP,12581
NGHCO,12578
CPLG,12573
MTGGY,12560
VCTR,12554
NWITY,12547
CVV,12543
FCAL,12517
ALLPRB,12512
IDCC,12511
ISMD,12508
VPOP,12507
MHE,12492
IIF,12478
ZLIOY,12477
MERC,12457
SKNVY,12431
CHMIPRB,12430
IOOFY,12400
WESC,12390
BOSSY,12389
PRTK,12387
XVZ,12386
YARIY,12380
FN,12369
NTRS,12357
WCCPRA,12357
ECOLW,12344
AWTM,12342
NRXCF,12336
CMWAY,12326
NVT,12322
SLN,12320
FHB,12316
AFLG,12309
ALDVF,12301
ACEL,12299
MHLA,12288
NUVA,12278
CATO,12276
FOR,12260
SMHI,12260
GBDC,12257
MZZ,12254
CHPGF,12246
TLC,12242
DUOT,12235
DRVD,12232
NICE,12208
PYN,12203
ABG,12202
STAA,12197
IBMN,12196
FGB,12193
BIO,12184
CUE,12174
LCR,12174
FNGZ,12171
MNR,12167
SPTN,12161
NUS,12157
LEO,12152
VMO,12151
FSD,12137
BBF,12136
RDN,12136
RNST,12136
FRT,12131
FRXU,12120
WF,12118
LQDH,12108
CHY,12107
MRCY,12102
DCF,12098
CBOE,12088
PDM,12085
UNAM,12085
BNED,12080
LMNX,12074
MOD,12061
WHLR,12047
PSBPRZ,12046
BSJL,12044
FFIC,12035
NOMD,12023
SAM,12009
TRUMY,12004
CMO,11974
GBX,11965
SPKEP,11957
EMDV,11955
PFBC,11955
SNUG,11954
CN,11953
HDSN,11953
PTSCD,11950
MFDX,11947
WEA,11942
BWB,11936
FDUSG,11932
LNSR,11927
AHTPRH,11911
CTO,11910
TFCPRO,11900
BWXT,11886
SMNNY,11856
GPRK,11839
URE,11839
INT,11837
FCTI,11828
AMHCU,11811
BFA,11804
XRAY,11800
TREP,11792
ECSL,11788
YECO,11786
KFRC,11782
CIO,11779
SVNDY,11778
HSDTZZZZ,11775
DGRE,11724
TSE,11717
CGROU,11710
ACP,11705
CLCI,11697
NYF,11688
ALTS,11682
PKG,11681
ANCUF,11670
GCOW,11666
CBH,11654
DOO,11653
EWJE,11636
MCV,11623
CCAP,11622
BSIG,11608
OCTZ,11591
HUBG,11586
DAN,11578
SPRN,11573
CFB,11558
NOVC,11549
RCAR,11547
SRGHY,11533
FVE,11525
DDAIF,11519
HPF,11516
TECL,11513
YMAB,11509
EBAYL,11469
J,11458
SGMA,11458
WFGCF,11457
CLAR,11456
MDEX,11454
NRZPRA,11454
IGF,11452
PBHC,11452
CHNG,11450
WNC,11443
ETPPRD,11434
RGCO,11434
IMXI,11424
GFSZY,11419
CNRR,11416
DSKEW,11407
LITE,11405
RTPZU,11397
MUI,11396
FLY,11386
JBGS,11384
RMRM,11364
BTT,11363
NOVSU,11353
LZAGY,11345
CCMP,11327
ENS,11324
FMY,11323
RELV,11320
PTNQ,11319
QDEL,11309
ARAV,11295
GF,11283
ALE,11272
SOJD,11272
ENTA,11269
MID,11269
WIFI,11263
WNEB,11237
AIBGY,11232
MRUS,11212
UN,11203
OCLN,11200
OVM,11184
IBTF,11182
NGLPRC,11181
CPRK,11176
MTR,11174
FNMAI,11172
SSUMY,11165
RARE,11158
MFD,11153
PJP,11144
PGTI,11117
XJR,11111
USMF,11107
MNAP,11100
KAMN,11095
FINS,11061
NMT,11061
NEWA,11059
RLGT,11048
LBCC,11045
PCYG,11044
NBO,11043
AWX,11040
KEYPRK,11036
MMIRF,11035
CHRS,11029
FAD,11023
AEF,11020
EEFT,11011
CBIIFXXXX,11000
GNKWF,11000
LUNA,10995
CXH,10989
VEL,10981
OSG,10979
PSAPRL,10976
APH,10975
PQDI,10971
FLMX,10969
FLL,10967
MJO,10953
TBNGY,10953
PAYS,10944
IBTJ,10940
MHPRA,10931
QQQX,10930
AGGP,10928
GWRS,10926
FITBI,10922
ESTA,10910
PAI,10905
RPM,10898
CVU,10895
ENRPRA,10894
BHRPRB,10893
USTB,10880
LAND,10877
GSMG,10866
NGLSPRA,10865
EMBD,10864
STOT,10853
PW,10851
SPUU,10848
IHIT,10846
SNPX,10839
MTCR,10823
USVM,10819
VEMLY,10818
LKFN,10816
PNFP,10793
UNB,10793
COOP,10792
PKI,10791
KURRY,10790
TAGS,10784
CMPI,10777
MSPRA,10758
JRSS,10757
SRV,10757
VMM,10754
AINV,10753
NHYDY,10752
AYSI,10744
MQMNW,10743
JBL,10727
NWXPF,10724
NOAH,10704
OBTX,10702
HTBXXXXX,10700
EIM,10699
PFPT,10699
VVUSQ,10695
IDFB,10692
SMCI,10682
HTPRD,10676
FULT,10673
CFACU,10671
PFN,10671
TECTP,10669
DEA,10659
IMTB,10654
GGZ,10627
ICOW,10623
SOHO,10622
IAE,10616
UBR,10616
BKPRC,10604
ENZN,10595
INGR,10579
SHOPRF,10576
EONGY,10569
LECO,10569
LFAC,10568
IART,10567
TDW,10565
FEN,10564
